"","MovieID","title","year","genres","Action","Adventure","Animation","Children","Comedy","Crime","Documentary","Drama","Fantasy","Film-Noir","Horror","Musical","Mystery","Romance","Sci-Fi","Thriller","War","Western"
"469","630","Carried Away (1996)","1996","Drama|Romance",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"470","263","Ladybird Ladybird (1994)","1994","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"471","2657","Rocky Horror Picture Show, The (1975)","1975","Comedy|Horror|Musical|Sci-Fi",0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
"472","3446","Funny Bones (1995)","1995","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"473","2442","Hilary and Jackie (1998)","1998","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"474","1113","Associate, The (1996)","1996","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"475","2398","Miracle on 34th Street (1947)","1947","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"476","1654","FairyTale: A True Story (1997)","1997","Children's|Drama|Fantasy",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"477","3407","Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)","1999","Comedy|Drama",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"478","1979","Friday the 13th Part VI: Jason Lives (1986)","1986","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"479","1305","Paris, Texas (1984)","1984","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"480","1826","Barney's Great Adventure (1998)","1998","Adventure|Children's",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481","3512","Return to Me (2000)","2000","Drama|Romance",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"482","1810","Primary Colors (1998)","1998","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"483","1262","Great Escape, The (1963)","1963","Adventure|War",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"484","2812","In Too Deep (1999)","1999","Action|Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"485","672","Tarantella (1995)","1995","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"486","1002","Ed's Next Move (1996)","1996","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","1158","Here Comes Cookie (1935)","1935","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"488","455","Free Willy (1993)","1993","Adventure|Children's|Drama",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"489","866","Bound (1996)","1996","Crime|Drama|Romance|Thriller",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
"490","2016","Apple Dumpling Gang Rides Again, The (1979)","1979","Children's|Comedy|Western",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"491","1648","House of Yes, The (1997)","1997","Comedy|Drama|Thriller",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"492","2738","Crimes of the Heart (1986)","1986","Comedy|Drama",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"493","3745","Titan A.E. (2000)","2000","Adventure|Animation|Sci-Fi",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"494","651","Superweib, Das (1996)","1996","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"495","1075","Sexual Life of the Belgians, The (1994)","1994","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"496","3195","Tess of the Storm Country (1922)","1922","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"497","1283","High Noon (1952)","1952","Western",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"498","902","Breakfast at Tiffany's (1961)","1961","Drama|Romance",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"499","1703","For Richer or Poorer (1997)","1997","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"500","1954","Rocky (1976)","1976","Action|Drama",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"501","1348","Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)","1922","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"502","3150","War Zone, The (1999)","1999","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"503","3939","Slumber Party Massacre II, The (1987)","1987","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"504","2103","Tall Tale (1994)","1994","Adventure|Children's",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505","1681","Mortal Kombat: Annihilation (1997)","1997","Action|Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"506","3245","I Am Cuba (Soy Cuba/Ya Kuba) (1964)","1964","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"507","802","Phenomenon (1996)","1996","Drama|Romance",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"508","1436","Falling in Love Again (1980)","1980","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"509","3951","Two Family House (2000)","2000","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"510","1221","Godfather: Part II, The (1974)","1974","Action|Crime|Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"511","280","Murder in the First (1995)","1995","Drama|Thriller",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"512","243","Gordy (1995)","1995","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"513","24","Powder (1995)","1995","Drama|Sci-Fi",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"514","2795","Vacation (1983)","1983","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"515","3613","Things Change (1988)","1988","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"516","2153","Avengers, The (1998)","1998","Action|Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517","2802","Tequila Sunrise (1988)","1988","Action|Romance|Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"518","2682","Limbo (1999)","1999","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"519","1347","Nightmare on Elm Street, A (1984)","1984","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"520","1805","Wild Things (1998)","1998","Crime|Drama|Mystery|Thriller",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"521","2135","Doctor Dolittle (1967)","1967","Adventure|Musical",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"522","1746","Senseless (1998)","1998","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"523","381","When a Man Loves a Woman (1994)","1994","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"524","552","Three Musketeers, The (1993)","1993","Action|Adventure|Comedy",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"525","1684","Mrs. Dalloway (1997)","1997","Romance",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"526","3942","Sorority House Massacre II (1990)","1990","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"527","2164","Surf Nazis Must Die (1987)","1987","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"528","3328","Ghost Dog: The Way of the Samurai (1999)","1999","Crime|Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"529","2580","Go (1999)","1999","Crime",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"530","396","Fall Time (1995)","1995","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"531","3279","Knockout (1999)","1999","Action|Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"532","1417","Portrait of a Lady, The (1996)","1996","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"533","675","Hostile Intentions (1994)","1994","Action|Drama|Thriller",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"534","1231","Right Stuff, The (1983)","1983","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"535","313","Swan Princess, The (1994)","1994","Animation|Children's",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"536","2305","Slam (1998)","1998","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"537","1468","Booty Call (1997)","1997","Comedy|Romance",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"538","1429","Jackie Chan's First Strike (1996)","1996","Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539","2154","How Stella Got Her Groove Back (1998)","1998","Drama|Romance",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"540","1123","Perfect Candidate, A (1996)","1996","Documentary",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"541","321","Strawberry and Chocolate (Fresa y chocolate) (1993)","1993","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"542","3435","Double Indemnity (1944)","1944","Crime|Film-Noir",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"543","2962","Fever Pitch (1997)","1997","Comedy|Romance",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"544","1930","Cavalcade (1933)","1933","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"545","1714","Never Met Picasso (1996)","1996","Romance",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"546","121","Boys of St. Vincent, The (1993)","1993","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"547","2828","Dudley Do-Right (1999)","1999","Children's|Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"548","1597","Conspiracy Theory (1997)","1997","Action|Mystery|Romance|Thriller",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"549","2557","I Stand Alone (Seul contre tous) (1998)","1998","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"550","3339","Cross of Iron (1977)","1977","War",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"551","602","Great Day in Harlem, A (1994)","1994","Documentary",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"552","3894","Solas (1999)","1999","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"553","1359","Jingle All the Way (1996)","1996","Adventure|Children's|Comedy",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"554","2830","Cabaret Balkan (Bure Baruta) (1998)","1998","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"555","2793","American Werewolf in Paris, An (1997)","1997","Comedy|Horror",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"556","2197","Firelight (1997)","1997","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"557","3646","Big Momma's House (2000)","2000","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"558","135","Down Periscope (1996)","1996","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"559","427","Boxing Helena (1993)","1993","Mystery|Romance|Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"560","2872","Excalibur (1981)","1981","Action|Drama|Fantasy|Romance",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"561","2122","Children of the Corn (1984)","1984","Horror|Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"562","3268","Stop! Or My Mom Will Shoot (1992)","1992","Action|Comedy",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"563","890","Baton Rouge (1988)","1988","Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"564","673","Space Jam (1996)","1996","Adventure|Animation|Children's|Comedy|Fantasy",0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"565","1892","Perfect Murder, A (1998)","1998","Mystery|Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"566","49","When Night Is Falling (1995)","1995","Drama|Romance",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"567","1537","Shall We Dance? (Shall We Dansu?) (1996)","1996","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"568","3379","On the Beach (1959)","1959","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"569","194","Smoke (1995)","1995","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"570","3935","Kronos (1973)","1973","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"571","3766","Missing in Action (1984)","1984","Action|War",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"572","305","Ready to Wear (Pret-A-Porter) (1994)","1994","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"573","3543","Diner (1982)","1982","Comedy|Drama",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"574","3014","Bustin' Loose (1981)","1981","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"575","2306","Holy Man (1998)","1998","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"576","192","Show, The (1995)","1995","Documentary",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"577","2562","Bandits (1997)","1997","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"578","2235","One Man's Hero (1999)","1999","Drama|War",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"579","1697","Big Bang Theory, The (1994)","1994","Crime",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"580","3199","Pal Joey (1957)","1957","Comedy|Musical|Romance",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"581","827","Convent, The (Convento, O) (1995)","1995","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"582","2177","Family Plot (1976)","1976","Comedy|Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"583","1473","Best Men (1997)","1997","Action|Comedy|Crime|Drama",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"584","3248","Sister Act 2: Back in the Habit (1993)","1993","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"585","1335","Blood Beach (1981)","1981","Action|Horror",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"586","1420","Message to Love: The Isle of Wight Festival (1996)","1996","Documentary",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"587","1599","Steel (1997)","1997","Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"588","3555","U-571 (2000)","2000","Action|Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"589","3046","Incredibly True Adventure of Two Girls in Love, The (1995)","1995","Comedy|Romance",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"590","1669","Tango Lesson, The (1997)","1997","Romance",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"591","961","Little Lord Fauntleroy (1936)","1936","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"592","1463","That Old Feeling (1997)","1997","Comedy|Romance",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"593","706","Sunset Park (1996)","1996","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"594","3851","I'm the One That I Want (2000)","2000","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"595","1855","Krippendorf's Tribe (1998)","1998","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"596","1246","Dead Poets Society (1989)","1989","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"597","767","Grass Harp, The (1995)","1995","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"598","1005","D3: The Mighty Ducks (1996)","1996","Children's|Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"599","1495","Turbo: A Power Rangers Movie (1997)","1997","Action|Adventure|Children's",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600","3063","Poison Ivy (1992)","1992","Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"601","2806","Teaching Mrs. Tingle (1999)","1999","Comedy|Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"602","253","Interview with the Vampire (1994)","1994","Drama|Horror",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"603","2676","Instinct (1999)","1999","Drama|Thriller",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"604","648","Mission: Impossible (1996)","1996","Action|Adventure|Mystery",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"605","2661","It Came from Outer Space (1953)","1953","Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"606","3466","Heart and Souls (1993)","1993","Comedy|Fantasy",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"607","2278","Ronin (1998)","1998","Action|Crime|Thriller",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"608","1366","Crucible, The (1996)","1996","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"609","2692","Run Lola Run (Lola rennt) (1998)","1998","Action|Crime|Romance",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"610","2284","Bandit Queen (1994)","1994","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"611","2904","Rain (1932)","1932","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"612","2194","Untouchables, The (1987)","1987","Action|Crime|Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"613","3486","Devil Girl From Mars (1954)","1954","Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"614","1555","To Have, or Not (1995)","1995","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"615","3549","Guys and Dolls (1955)","1955","Musical",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"616","448","Fearless (1993)","1993","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"617","3111","Places in the Heart (1984)","1984","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"618","96","In the Bleak Midwinter (1995)","1995","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"619","382","Wolf (1994)","1994","Drama|Horror",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"620","1386","Terror in a Texas Town (1958)","1958","Western",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"621","2337","Velvet Goldmine (1998)","1998","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"622","3468","Hustler, The (1961)","1961","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"623","3301","Whole Nine Yards, The (2000)","2000","Comedy|Crime",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"624","624","Condition Red (1995)","1995","Action|Drama|Thriller",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"625","451","Flesh and Bone (1993)","1993","Drama|Mystery|Romance",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"626","244","Gumby: The Movie (1995)","1995","Animation|Children's",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"627","3043","Meatballs 4 (1992)","1992","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"628","3818","Pot O' Gold (1941)","1941","Comedy|Musical",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"629","2060","BASEketball (1998)","1998","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"630","3042","Meatballs III (1987)","1987","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"631","410","Addams Family Values (1993)","1993","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"632","2345","Desert Bloom (1986)","1986","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"633","2901","Phantasm (1979)","1979","Horror|Sci-Fi",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"634","1534","Bonheur, Le (1965)","1965","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"635","2815","Iron Eagle (1986)","1986","Action|War",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"636","1496","Anna Karenina (1997)","1997","Drama|Romance",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"637","3311","Man from Laramie, The (1955)","1955","Western",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"638","3163","Topsy-Turvy (1999)","1999","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"639","219","Cure, The (1995)","1995","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"640","3647","Running Free (2000)","2000","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"641","79","Juror, The (1996)","1996","Drama|Thriller",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"642","1570","Tetsuo II: Body Hammer (1992)","1992","Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"643","3760","Kentucky Fried Movie, The (1977)","1977","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"644","2353","Enemy of the State (1998)","1998","Action|Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"645","582","Metisse (Café au Lait) (1993)","1993","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"646","1899","Passion in the Desert (1998)","1998","Adventure|Drama",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"647","3045","Peter's Friends (1992)","1992","Comedy|Drama",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"648","425","Blue Sky (1994)","1994","Drama|Romance",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"649","496","What Happened Was... (1994)","1994","Comedy|Drama|Romance",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"650","738","Garcu, Le (1995)","1995","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"651","1888","Hope Floats (1998)","1998","Comedy|Drama|Romance",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"652","2325","Orgazmo (1997)","1997","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"653","3401","Baby... Secret of the Lost Legend (1985)","1985","Adventure|Sci-Fi",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"654","888","Land Before Time III: The Time of the Great Giving (1995)","1995","Animation|Children's",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655","2474","Color of Money, The (1986)","1986","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"656","1080","Monty Python's Life of Brian (1979)","1979","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"657","915","Sabrina (1954)","1954","Comedy|Romance",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"658","3680","Decline of Western Civilization Part II: The Metal Years, The (1988)","1988","Documentary",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"659","858","Godfather, The (1972)","1972","Action|Crime|Drama",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"660","3002","My Best Fiend (Mein liebster Feind) (1999)","1999","Documentary",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"661","453","For Love or Money (1993)","1993","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"662","1275","Highlander (1986)","1986","Action|Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"663","1378","Young Guns (1988)","1988","Action|Comedy|Western",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"664","2512","Ballad of Narayama, The (Narayama Bushiko) (1982)","1982","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"665","1932","Great Ziegfeld, The (1936)","1936","Musical",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"666","2755","Light of Day (1987)","1987","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"667","3884","Crew, The (2000)","2000","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"668","202","Total Eclipse (1995)","1995","Drama|Romance",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"669","52","Mighty Aphrodite (1995)","1995","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"670","1268","Pump Up the Volume (1990)","1990","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"671","3838","Phantasm III: Lord of the Dead (1994)","1994","Horror",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"672","3774","House Party 2 (1991)","1991","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"673","580","Princess Caraboo (1994)","1994","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"674","460","Getting Even with Dad (1994)","1994","Comedy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"675","1027","Robin Hood: Prince of Thieves (1991)","1991","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"676","3720","Sunshine (1999)","1999","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"677","1605","Excess Baggage (1997)","1997","Adventure|Romance",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"678","1057","Everyone Says I Love You (1996)","1996","Comedy|Musical|Romance",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"679","1249","Nikita (La Femme Nikita) (1990)","1990","Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"680","2240","My Bodyguard (1980)","1980","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
